q,nu,chi1z,chi2z,chieff,ecc,ecc_gi,m_ano_gi,E0,J0,Emrg_til,Jmrg_til,Heff_til,b_massless,b_massless_Heff,b_massless_EOB,a_f,A_220,A_320,A_440,v_kick,A_peak22,omega_peak22,Mf,af,v_kick_qc,A_peak22_qc,omega_peak22_qc,Mf_qc,af_qc,ID,catalog
0.6,0.23437499999999994,0.0,0.0,0.0,0.19,0.06727857841308527,5.758971256874375,0.99465311821405,1.13531846020077,0.9728550447081067,2.852797239284813,0.8857534677632262,2.9323970254384197,3.220757629647129,3.133330307784333,0.6523605853,0.0,0.0,0.0,119.75,0.3689089299249831,0.34972562735890733,0.9571966337,0.6523605853,1.0,0.36626671098524083,0.35271135357968747,0.9571899292820022,0.6513011211070794,1399,RIT
1.0,0.25,0.0,0.0,0.0,0.51,,,0.992617986707402,0.941037860523075,0.9695413040016612,2.8455443988337543,0.8800206803304831,2.9349388077528245,3.233497192094552,3.1350090841090617,0.6879906801,1.1334504253761788,0.011981284741185922,0.03715603648209839,0.0,0.40596100734205876,0.3570712402556637,0.9484456114,0.6879906801,1.0,0.39483117025625,0.35981440246,0.9515839428556587,0.686369879389307,1303,RIT
0.4000000000000005,0.20408163265306134,0.0,0.0,0.0,0.64,,,0.993420353191394,0.659033447256521,0.989399476873671,3.061993178628243,0.9483327458528401,3.0947996741453765,3.2288173028071263,3.194590150318028,0.6019942614,0.0,0.0,0.0,207.28,0.3131033250157676,0.3350863484535953,0.9788628506,0.6019942614,1.0,0.3130205025590105,0.33958563891945026,0.9667043606611544,0.5806968749960989,1453,RIT
0.4999999999999993,0.22222222222222207,0.0,0.0,0.0,0.11,,,0.990627310225494,0.841363291701012,0.9743381397258069,2.8634613090826724,0.8860033236797782,2.9388783958395517,3.2318855161739695,3.1489493216357243,0.6218839179,0.0,0.0,0.0,147.58,0.3429495263004374,0.3526295820139609,0.9609743937,0.6218839179,1.0,0.34458193947681726,0.34734341239901223,0.9612091161354085,0.6233940746778821,1216,RIT
0.4000000000000005,0.20408163265306134,0.0,0.0,0.0,0.19,0.06723967187122115,5.620672570708287,0.99534498494723,0.988550170884782,0.9779429051372516,2.927729405771345,0.8931121979853043,2.9937631229713215,3.2781205008460983,3.2058146859874155,0.5814966189,0.0,0.0,0.0,165.67,0.3152951957011238,0.3430064081122737,0.9668301828,0.5814966189,1.0,0.3130205025590105,0.33958563891945026,0.9667043606611544,0.5806968749960989,1445,RIT
1.0,0.25,0.0,0.0,0.0,0.64,,,0.99193873251433,0.806603880448357,0.984489489380525,2.9914939974255166,0.9384391094014539,3.0386246168131956,3.1877337244965442,3.138290346710682,0.7166207057,0.843377141252101,0.015169021769983044,0.030688628808553428,0.0,0.4095980495061917,0.3662207973171441,0.9655945151,0.7166207057,1.0,0.39483117025625,0.35981440246,0.9515839428556587,0.686369879389307,1315,RIT
0.3333333333333333,0.1875,0.0,0.0,0.0,0.6636,,,0.993859441769228,0.584864324127507,0.9911071306094567,2.991597365891943,0.9527822515864282,3.0184399582034436,3.139854212135868,3.1119318987219966,0.5458076978,0.0,0.0,0.0,207.08,0.2649094218392199,0.3327408253793749,0.9842377434,0.5458076978,1.0,0.2849550865647949,0.33276172592,0.971248210181883,0.5405636817226854,1477,RIT
0.4999999999999993,0.22222222222222207,0.0,0.0,0.0,0.19,,,0.989789309742607,0.802658974966421,0.9766946756953574,2.943294772983235,0.8963481014462334,3.013525973086479,3.2836514834296056,3.207124920704858,0.6286688775,0.0,0.0,0.0,145.75,0.35273089773108474,0.33904478135624316,0.9611568898,0.6286688775,1.0,0.34458193947681726,0.34734341239901223,0.9612091161354085,0.6233940746778821,1224,RIT
1.0,0.25,0.0,0.0,0.0,0.235,,,0.987973994315934,0.877094507446426,0.9682896093908478,2.7837281357019066,0.8751695353085613,2.8748920867313172,3.180787291367996,3.07992328391409,0.6808873569,0.9415546856060936,0.011680842027494786,0.03273766232961309,0.0,0.39016605452512765,0.35515344526109516,0.9505235866,0.6808873569,1.0,0.39483117025625,0.35981440246,0.9515839428556587,0.686369879389307,1118,RIT
1.0,0.25,0.0,0.0,0.0,0.444975,0.3921138216459049,3.67334129108637,0.992957639069585,1.0015331515567,0.9687462116750958,2.760562449557896,0.8769384452696989,2.8496239946936184,3.1479546420260958,3.049569133987813,0.6812185864,0.8908153002392443,0.011092898361428937,0.02990402863409174,0.0,0.3848219573934657,0.35821661409431726,0.9519339606,0.6812185864,1.0,0.39483117025625,0.35981440246,0.9515839428556587,0.686369879389307,1292,RIT
1.0,0.25,0.0,0.0,0.0,0.3276,0.18549062168564845,1.2761538174674456,0.993570386164343,1.10235863661276,0.9694580612278108,2.807591659275066,0.8796978649591713,2.896042409219099,3.1915408359043504,3.0940649911052183,0.6855195723,0.9862629368850372,0.011827671622399172,0.03732424684815785,0.0,0.39562116573971623,0.3551607824477401,0.9508768245,0.6855195723,1.0,0.39483117025625,0.35981440246,0.9515839428556587,0.686369879389307,1284,RIT
0.4999999999999993,0.22222222222222207,0.0,0.0,0.0,0.3,,,0.988635473769499,0.746169643659133,0.9805102115340174,3.0523842439603226,0.913150618575588,3.113057067692175,3.342695259541846,3.277546836027133,0.6419456897,0.0,0.0,0.0,135.82,0.36854040707341684,0.3380860203194338,0.9628256104,0.6419456897,1.0,0.34458193947681726,0.34734341239901223,0.9612091161354085,0.6233940746778821,1232,RIT
0.9000000000000008,0.24930747922437674,0.0,0.0,0.0,0.36,0.22125303221147785,0.8446732557375825,0.993425714809437,1.07348254980942,0.9699219104766156,2.819908477376795,0.8811678499142304,2.9073561973572732,3.200194466526751,3.10393873087032,0.6860118902,0.0,0.0,0.0,27.75,0.39717503180641756,0.35443244047752387,0.9509207068,0.6860118902,1.0,0.3935482092334095,0.35949478713273836,0.9518434592263939,0.6848348051898036,1331,RIT
0.7000000000000002,0.24221453287197234,0.0,0.0,0.0,0.75,,,0.991634391694937,0.651834196966488,0.9892727063382811,2.600445995285444,0.9559491492085397,2.6286442339148324,2.720276489014541,2.6910952842758125,0.6173010187,0.0,0.0,0.0,92.44,0.2963332091598276,0.3283905644857974,0.9818212269,0.6173010187,1.0,0.38049934332302826,0.3562468440587541,0.9544415030841792,0.6690097871088613,1387,RIT
1.0,0.25,0.0,0.0,0.0,0.02,0.013032786203698077,6.0370542842289385,0.990502046289445,0.992724434704118,0.9697165745815778,2.809497525593506,0.8807004700364574,2.8972357482966338,3.1900715636920283,3.0934652694135316,0.686542189,0.9312347679428383,0.0109810495844675,0.031118881469529153,0.0,0.3937320339979368,0.36759065796502455,0.9515316745,0.686542189,1.0,0.39483117025625,0.35981440246,0.9515839428556587,0.686369879389307,1097,RIT
0.7500000000000013,0.24489795918367355,0.0,0.0,0.0,0.24,,,0.988163212698088,0.856463602395098,0.9696486233070662,2.82191050955414,0.8779460075576315,2.910240309453318,3.2142187392644415,3.1166627755355396,0.6716629855,0.0,0.0,0.0,65.9,0.38335949534459773,0.35058666680235007,0.951631256,0.6716629855,1.0,0.38541656682543507,0.3574701254265389,0.9534713184168965,0.6750187370840793,1270,RIT
0.4999999999999993,0.22222222222222207,0.0,0.0,0.0,0.36,0.22012879535871366,5.118889501983844,0.994135088187824,0.956030288437187,0.9755217450378852,2.8818820384258026,0.8911960188439617,2.954195591318041,3.2337240937904004,3.1545681709454656,0.6256975118,0.0,0.0,0.0,144.94,0.3469786144909956,0.34915123044385155,0.9618113865,0.6256975118,1.0,0.34458193947681726,0.34734341239901223,0.9612091161354085,0.6233940746778821,1423,RIT
1.0,0.25,0.0,0.0,0.0,0.275,,,0.987502914576513,0.853856083654836,0.9713001244677735,2.905232690538713,0.8868478635822246,2.991076205339357,3.275908766136812,3.1818905922937555,0.697838049,1.037004788936304,0.013196100972687003,0.04207595368278122,0.0,0.41816563261918904,0.368310236379493,0.9494543385,0.697838049,1.0,0.39483117025625,0.35981440246,0.9515839428556587,0.686369879389307,1122,RIT
0.4999999999999993,0.22222222222222207,0.0,0.0,0.0,0.03,,,0.991464331833306,0.878363789753296,0.9753251519797016,2.888995881599232,0.8903330921895131,2.962084875731122,3.2448483684848712,3.164782228143594,0.623346469,0.0,0.0,0.0,147.38,0.3445942053767971,0.34084209756545647,0.9611513009,0.623346469,1.0,0.34458193947681726,0.34734341239901223,0.9612091161354085,0.6233940746778821,1208,RIT
0.7500000000000013,0.24489795918367355,0.0,0.0,0.0,0.2,,,0.988624661414392,0.878713115406245,0.9724902065796378,2.8648078912190704,0.889213453865501,2.9458475487325844,3.2217325083931874,3.1331033126316257,0.6798372669,0.0,0.0,0.0,65.69,0.3897492630103334,0.3553927853374361,0.9542619382,0.6798372669,1.0,0.38541656682543507,0.3574701254265389,0.9534713184168965,0.6750187370840793,1266,RIT
0.4999999999999993,0.22222222222222207,0.0,0.0,0.0,0.84,,,0.991902532652122,0.478015144218592,0.991348605225421,2.1200586913131083,0.9612371284353722,2.1385602200257616,2.2055522290987413,2.1864711260688554,0.4656421383,0.0,0.0,0.0,79.26,0.20928874987265678,0.23895114784957275,0.9882808138,0.4656421383,1.0,0.34458193947681726,0.34734341239901223,0.9612091161354085,0.6233940746778821,1435,RIT
0.7999999999999985,0.24691358024691354,0.0,0.0,0.0,0.7975,,,0.991226615618626,0.598034521315622,0.9898219842315457,2.362916088765658,0.9589888099478503,2.3872131821765126,2.463966278078003,2.4388879904467857,0.5742997344,0.0,0.0,0.0,46.0,0.2671939244991948,0.29355296294176547,0.9843251342,0.5742997344,1.0,0.38912560461451023,0.35839337268904126,0.9527324493167657,0.6795146807490542,1365,RIT
1.0,0.25,0.0,0.0,0.0,0.4959,,,0.992691668479867,0.954481258530544,0.9719200632092445,2.8177914182741346,0.8892572185373238,2.899200793293525,3.168702327667264,3.079725366597647,0.6876940974,0.9549202311841997,0.00886678981371335,0.030878783637722406,0.0,0.390419136041389,0.3556664438581265,0.9538955577,0.6876940974,1.0,0.39483117025625,0.35981440246,0.9515839428556587,0.686369879389307,1301,RIT
0.4000000000000005,0.20408163265306134,0.0,0.0,0.0,0.5775,,,0.993687983934194,0.713952901194557,0.9861868820630791,3.1961326713398606,0.9327831875655791,3.2408995997326877,3.4264475538857813,3.3791176297192833,0.613337946,0.0,0.0,0.0,134.84,0.3543526825711727,0.339437960705105,0.9695939697,0.613337946,1.0,0.3130205025590105,0.33958563891945026,0.9667043606611544,0.5806968749960989,1451,RIT
0.4999999999999993,0.22222222222222207,0.0,0.0,0.0,0.004,,,0.991736155009758,0.89005783164428,0.9748459449336698,2.874258804632984,0.8882303867956441,2.948423614593333,3.2359383864383227,3.1545414140746013,0.6234983168,0.0,0.0,0.0,147.42,0.34444012336939567,0.3495130327325171,0.9612641292,0.6234983168,1.0,0.34458193947681726,0.34734341239901223,0.9612091161354085,0.6233940746778821,1202,RIT
0.4000000000000005,0.20408163265306134,0.0,0.0,0.0,0.4375,0.3630934635871166,2.648919692436376,0.994287100517318,0.823791809070652,0.9771255636619772,2.9052387808374243,0.889197199546255,2.9732502033305215,3.2672603808468215,3.1925236412653972,0.5791404102,0.0,0.0,0.0,159.5,0.3151317726965218,0.3384772075588103,0.9657228833,0.5791404102,1.0,0.3130205025590105,0.33958563891945026,0.9667043606611544,0.5806968749960989,1447,RIT
0.4999999999999993,0.22222222222222207,0.0,0.0,0.0,0.09,0.10238713026733415,4.910445693633847,0.990836656313252,0.850764290655124,0.97583477284274,2.8997999705315283,0.8925703837503444,2.9716095913286784,3.2488193909676197,3.170310932391976,0.6244773732,0.0,0.0,0.0,146.26,0.34480755950536773,0.3436884737696033,0.9615214123,0.6244773732,1.0,0.34458193947681726,0.34734341239901223,0.9612091161354085,0.6233940746778821,1214,RIT
0.4999999999999993,0.22222222222222207,0.0,0.0,0.0,0.6156,,,0.992946983043763,0.740923473538839,0.9866003215077249,3.1011619747481474,0.9401054373980787,3.1432809286023184,3.298738472709194,3.2545364377447927,0.6564797107,0.0,0.0,0.0,159.99,0.3699164227104108,0.3498686700052467,0.9705411035,0.6564797107,1.0,0.34458193947681726,0.34734341239901223,0.9612091161354085,0.6233940746778821,1429,RIT
1.0,0.25,0.0,0.0,0.0,0.6975,,,0.991638164963081,0.739386890410985,0.9872544962596358,2.8100738204048974,0.9493428807697344,2.846352010602424,2.960019901478029,2.9222929567521883,0.682866725,0.6691150767226786,0.011157135685204796,0.0181233997704463,0.0,0.35291278455795105,0.3524832750930269,0.9751293337,0.682866725,1.0,0.39483117025625,0.35981440246,0.9515839428556587,0.686369879389307,1317,RIT
0.7000000000000002,0.24221453287197234,0.0,0.0,0.0,0.4671,0.4131739034672576,5.525048474227486,0.993069853767933,0.951677927571079,0.9724026750066557,2.825790869177358,0.8876346580147771,2.9059883747831288,3.183506686745793,3.0956504180931845,0.6713525701,0.0,0.0,0.0,86.39,0.3772090960308541,0.3634704203641945,0.9561635555,0.6713525701,1.0,0.38049934332302826,0.3562468440587541,0.9544415030841792,0.6690097871088613,1379,RIT
0.9999999628583027,0.24999999999999992,-1.63733813807e-05,-1.63946309037e-05,-1.638400614200269e-05,0.067823,0.04230549230163705,1.0685852015589639,0.992136711772551,1.071881257280293,0.9690861846367714,2.8044448773470503,0.8782560665077093,2.8939065707537663,3.193197273886901,3.094483362943597,0.686053505285,0.0,0.0,0.0,,0.39341930204418546,0.3586876915528592,0.951500091142,0.686053505285,1.0,0.3948311922977833,0.359813201555089,0.9515843874889635,0.6863648689159009,1355,SXS
1.0,0.25,0.0,0.0,0.0,0.1,,,0.989562151569711,0.951342565252917,0.9697349418965614,2.806956885247878,0.8807717150702545,2.8945609402896895,3.186928959252491,3.0904763691291834,0.6847326911,0.9549938784459602,0.011506157602176803,0.032075411487709385,0.0,0.3908517918258069,0.36197513150945326,0.9515512051,0.6847326911,1.0,0.39483117025625,0.35981440246,0.9515839428556587,0.686369879389307,1104,RIT
0.7500000000000013,0.24489795918367355,0.0,0.0,0.0,0.1,,,0.989777232824864,0.932016003931972,0.9710569634336808,2.824909702294356,0.8835262368924585,2.90910812513553,3.19731275013421,3.1047728102931167,0.6733513724,0.0,0.0,0.0,73.13,0.3815193710100262,0.3547987317497956,0.9535297511,0.6733513724,1.0,0.38541656682543507,0.3574701254265389,0.9534713184168965,0.6750187370840793,1256,RIT
0.6,0.23437499999999994,0.0,0.0,0.0,0.5775,,,0.992752062647775,0.819952221256112,0.9821256625114565,3.1327048239079005,0.9244177428556104,3.189718936675639,3.3888410819882044,3.328267792793706,0.6817602611,0.0,0.0,0.0,97.61,0.4164936993512292,0.35274779126208955,0.9573962553,0.6817602611,1.0,0.36626671098524083,0.35271135357968747,0.9571899292820022,0.6513011211070794,1405,RIT
0.6,0.23437499999999994,0.0,0.0,0.0,0.8775,,,0.991277737850729,0.44151273452253,0.9909411256260852,1.863272348978239,0.9615238708417977,1.880305803032453,1.9378326482388586,1.920278065720792,0.4326099286,0.0,0.0,0.0,47.4,0.2005766045425223,0.20851252732213243,0.9884030386,0.4326099286,1.0,0.36626671098524083,0.35271135357968747,0.9571899292820022,0.6513011211070794,1413,RIT
1.0,0.25,0.0,0.0,0.0,0.488775,,,0.992728859585801,0.961202957534291,0.9719918631057811,2.8681943516704256,0.889536363887695,2.950841936583457,3.2243699843085207,3.1340613883903976,0.6957140323,0.9967993608821363,0.0064131487346724,0.037599837971475224,0.0,0.40685273185875964,0.36705099204209546,0.9518280239,0.6957140323,1.0,0.39483117025625,0.35981440246,0.9515839428556587,0.686369879389307,1298,RIT
1.0,0.25,0.0,0.0,0.0,0.17,,,0.988738991340356,0.913597116082874,0.9692718074027385,2.818484094185661,0.878975673251543,2.907836659087478,3.206555289248687,3.1080236407468855,0.6863744766,0.9700351345724337,0.012206000418657294,0.03537630901999315,0.0,0.3963309409841403,0.3634013496535431,0.9504236332,0.6863744766,1.0,0.39483117025625,0.35981440246,0.9515839428556587,0.686369879389307,1112,RIT
0.9000000000000008,0.24930747922437674,0.0,0.0,0.0,0.84,,,0.990919659588971,0.536741274904708,0.9901737458276405,2.116683444677353,0.960779449668939,2.1376889193402264,2.203089840656677,2.1814417199178413,0.5209024849,0.0,0.0,0.0,16.08,0.23949420564411023,0.2523180344531326,0.986108577,0.5209024849,1.0,0.3935482092334095,0.35949478713273836,0.9518434592263939,0.6848348051898036,1343,RIT
1.0,0.25,0.0,0.0,0.0,0.01,,,0.990619462744479,0.997776500078149,0.9698049197808095,2.8098998639013337,0.8810431648621249,2.8973866873519403,3.1892873992627333,3.092986610399942,0.686327379,0.9383941958344568,0.011600930127660856,0.031434606496162774,0.0,0.39341523357879077,0.36349468087644254,0.9515888247,0.686327379,1.0,0.39483117025625,0.35981440246,0.9515839428556587,0.686369879389307,1095,RIT
1.0,0.25,0.0,0.0,0.0,0.25,,,0.98779735841762,0.868452971506417,0.9709952586373832,2.883384127929815,0.8856635845925576,2.969514116862038,3.255620054940266,3.1611916372717754,0.6870297717,1.2702595013698785,0.010824880669469817,0.03559798145492941,0.0,0.4039495323781028,0.3315050486781672,0.948925931,0.6870297717,1.0,0.39483117025625,0.35981440246,0.9515839428556587,0.686369879389307,1120,RIT
0.7500000000000013,0.24489795918367355,0.0,0.0,0.0,0.27,,,0.987816986216852,0.839389524897763,0.9719898782237676,2.911963289075156,0.8872271602126365,2.9958782023497323,3.2820943943795218,3.1901625307118615,0.6852827588,0.0,0.0,0.0,79.27,0.4084730215706671,0.3675381437985372,0.9513305232,0.6852827588,1.0,0.38541656682543507,0.3574701254265389,0.9534713184168965,0.6750187370840793,1272,RIT
0.7500000000000013,0.24489795918367355,0.0,0.0,0.0,0.18,,,0.988855288991073,0.88962922482718,0.9713454799240435,2.8607988386446994,0.8846704177947772,2.9451918990433823,3.233745337360583,3.1410839166706532,0.6782878613,0.0,0.0,0.0,77.66,0.3917749163394228,0.3572535667119965,0.952523992,0.6782878613,1.0,0.38541656682543507,0.3574701254265389,0.9534713184168965,0.6750187370840793,1264,RIT
0.4000000000000005,0.20408163265306134,0.0,0.0,0.0,0.8775,,,0.992402410462871,0.384436177566296,0.9921458741279644,1.8657998135804161,0.9616659170953993,1.880570047444223,1.9401746286442685,1.9249362528971665,0.3777667168,0.0,0.0,0.0,60.36,0.17169573806587587,0.20731885245679482,0.9903121633,0.3777667168,1.0,0.3130205025590105,0.33958563891945026,0.9667043606611544,0.5806968749960989,1459,RIT
0.3333333333333333,0.1875,0.0,0.0,0.0,0.84,,,0.99316531486171,0.403354706294813,0.992796582473196,2.1261293450556975,0.9617201444545534,2.1415558661163097,2.2107567958468284,2.1948317915961244,0.3946851094,0.0,0.0,0.0,82.16,0.17245168995319404,0.2300593872054133,0.9907329447,0.3946851094,1.0,0.2849550865647949,0.33276172592,0.971248210181883,0.5405636817226854,1481,RIT
0.7999999999999985,0.24691358024691354,0.0,0.0,0.0,0.8775,,,0.99081246365868,0.465137961023267,0.9904110272250186,1.8611806910596242,0.9613508557690561,1.8792002914934924,1.936005652765272,1.9174413472686958,0.4552092677,0.0,0.0,0.0,23.57,0.21277844903167503,0.2021079122717957,0.9875620211,0.4552092677,1.0,0.38912560461451023,0.35839337268904126,0.9527324493167657,0.6795146807490542,1367,RIT
1.0,0.25,0.0,0.0,0.0,0.5511,,,0.992403281441108,0.900707666500667,0.967791348738288,2.8193647135034428,0.8732401893853492,2.9131947885037985,3.228624550008308,3.1246349078220885,0.6851834384,1.0969103947623216,0.011007957666970485,0.034328052296079374,0.0,0.4057688358679619,0.3589187782117236,0.9471287829,0.6851834384,1.0,0.39483117025625,0.35981440246,0.9515839428556587,0.686369879389307,1309,RIT
1.0,0.25,0.0,0.0,0.0,0.429975,0.35142378025437804,1.3163481578563019,0.993035934527384,1.01497654956417,0.9698037797274044,2.8310217875152492,0.8810387423471198,2.9191696781291183,3.2132772958125573,3.1162484667912707,0.6887857847,1.0278683562395172,0.011320614128332452,0.03984195083015577,0.0,0.40256791682075066,0.3538897552964215,0.9500310721,0.6887857847,1.0,0.39483117025625,0.35981440246,0.9515839428556587,0.686369879389307,1290,RIT
0.4999999999999993,0.22222222222222207,0.0,0.0,0.0,0.21,,,0.989579661423811,0.792687668922758,0.9758319607517574,2.8832262895677414,0.8925580351553934,2.9546340000450217,3.2302955953623504,3.152225684630208,0.6242175735,0.0,0.0,0.0,140.52,0.34281492345423853,0.35274150555184747,0.9625038236,0.6242175735,1.0,0.34458193947681726,0.34734341239901223,0.9612091161354085,0.6233940746778821,1226,RIT
0.3333333333333333,0.1875,0.0,0.0,0.0,0.6156,,,0.994048176972168,0.625199794756983,0.9899078837190041,3.148630775984193,0.9464469819974326,3.180731083941913,3.3267904445520586,3.2932160885431334,0.5674920264,0.0,0.0,0.0,197.09,0.2976766851386808,0.3352263575030392,0.9801048211,0.5674920264,1.0,0.2849550865647949,0.33276172592,0.971248210181883,0.5405636817226854,1475,RIT
0.7500000000000013,0.24489795918367355,0.0,0.0,0.0,0.02,,,0.990698255823351,0.972557199091143,0.9709132323016592,2.8255436793713433,0.88295636367768,2.9101917507840263,3.20009435981912,3.1070139585622902,0.6750638875,0.0,0.0,0.0,72.77,0.384661099464676,0.3561139963043445,0.9534286843,0.6750638875,1.0,0.38541656682543507,0.3574701254265389,0.9534713184168965,0.6750187370840793,1248,RIT
0.4999999999999993,0.22222222222222207,0.0,0.0,0.0,0.25,,,0.989160174776175,0.772358958773891,0.9759632850614378,2.958749716590106,0.8931347510228049,3.0316198999267168,3.3127696724394484,3.233141572165908,0.6282308606,0.0,0.0,0.0,154.73,0.362326852424936,0.3333680929661611,0.9592493268,0.6282308606,1.0,0.34458193947681726,0.34734341239901223,0.9612091161354085,0.6233940746778821,1230,RIT
1.0,0.25,0.0,0.0,0.0,0.399375,0.2874577952647661,4.559022059556941,0.993195711435439,1.04186334557913,0.9705820781579332,2.8051848475761103,0.8840591408827447,2.890208783681714,3.1730737434320244,3.0797285080486265,0.6874165716,0.9208242677940319,0.009674283719686181,0.03504396725982478,0.0,0.39165375554586657,0.3683201906713407,0.9527699149,0.6874165716,1.0,0.39483117025625,0.35981440246,0.9515839428556587,0.686369879389307,1286,RIT
0.7000000000000002,0.24221453287197234,0.0,0.0,0.0,0.6636,,,0.992073000654861,0.75612766848115,0.9864401760333756,2.9337017763041673,0.944396855985763,2.974029087198195,3.10642899508805,3.064306364749838,0.6867836849,0.0,0.0,0.0,115.87,0.36952315124803475,0.35684865171735325,0.9722410145,0.6867836849,1.0,0.38049934332302826,0.3562468440587541,0.9544415030841792,0.6690097871088613,1385,RIT
0.9000000000000008,0.24930747922437674,0.0,0.0,0.0,0.4671,0.4195587096587132,5.321419810933592,0.9928670081494,0.979552826701098,0.9713966285004767,2.8096727656241383,0.8869095497789756,2.892405309210685,3.167936083588602,3.0773224309029725,0.685626253,0.0,0.0,0.0,28.26,0.387604263244755,0.3572595757740231,0.9537156021,0.685626253,1.0,0.3935482092334095,0.35949478713273836,0.9518434592263939,0.6848348051898036,1333,RIT
