q,nu,ecc,E0,J0,Emrg_til,Jmrg_til,Heff_til,b_massless,b_massless_Heff,b_massless_EOB,a_f,A_220,A_320,A_440,A_peak22,omega_peak22,Mf,af,A_peak22_qc,omega_peak22_qc,Mf_qc,af_qc,ID,catalog
1.0,0.25,0.6975,0.991638164963081,0.739386890410985,0.9872544962596358,2.8100738204048974,0.9493428807697344,2.846352010602424,2.960019901478029,2.9222929567521883,0.682866725,0.6691150767226786,0.011157135685204796,0.0181233997704463,0.35291278455795105,0.3524832750930269,0.9751293337,0.682866725,0.39483207803663306,0.35981440246,0.9515839428556587,0.686369879389307,1317,RIT
1.0,0.25,0.1,0.989562151569711,0.951342565252917,0.9697349418965614,2.806956885247878,0.8807717150702545,2.8945609402896895,3.186928959252491,3.0904763691291834,0.6847326911,0.9549938784459602,0.011506157602176803,0.032075411487709385,0.3908517918258069,0.36197513150945326,0.9515512051,0.6847326911,0.39483207803663306,0.35981440246,0.9515839428556587,0.686369879389307,1104,RIT
1.0,0.25,0.488775,0.992728859585801,0.961202957534291,0.9719918631057811,2.8681943516704256,0.889536363887695,2.950841936583457,3.2243699843085207,3.1340613883903976,0.6957140323,0.9967993608821363,0.0064131487346724,0.037599837971475224,0.40685273185875964,0.36705099204209546,0.9518280239,0.6957140323,0.39483207803663306,0.35981440246,0.9515839428556587,0.686369879389307,1298,RIT
1.0,0.25,0.17,0.988738991340356,0.913597116082874,0.9692718074027385,2.818484094185661,0.878975673251543,2.907836659087478,3.206555289248687,3.1080236407468855,0.6863744766,0.9700351345724337,0.012206000418657294,0.03537630901999315,0.3963309409841403,0.3634013496535431,0.9504236332,0.6863744766,0.39483207803663306,0.35981440246,0.9515839428556587,0.686369879389307,1112,RIT
1.0,0.25,0.01,0.990619462744479,0.997776500078149,0.9698049197808095,2.8098998639013337,0.8810431648621249,2.8973866873519403,3.1892873992627333,3.092986610399942,0.686327379,0.9383941958344568,0.011600930127660856,0.031434606496162774,0.39341523357879077,0.36349468087644254,0.9515888247,0.686327379,0.39483207803663306,0.35981440246,0.9515839428556587,0.686369879389307,1095,RIT
1.0,0.25,0.25,0.98779735841762,0.868452971506417,0.9709952586373832,2.883384127929815,0.8856635845925576,2.969514116862038,3.255620054940266,3.1611916372717754,0.6870297717,1.2702595013698785,0.010824880669469817,0.03559798145492941,0.4039495323781028,0.3315050486781672,0.948925931,0.6870297717,0.39483207803663306,0.35981440246,0.9515839428556587,0.686369879389307,1120,RIT
1.0,0.25,0.5511,0.992403281441108,0.900707666500667,0.967791348738288,2.8193647135034428,0.8732401893853492,2.9131947885037985,3.228624550008308,3.1246349078220885,0.6851834384,1.0969103947623216,0.011007957666970485,0.034328052296079374,0.4057688358679619,0.3589187782117236,0.9471287829,0.6851834384,0.39483207803663306,0.35981440246,0.9515839428556587,0.686369879389307,1309,RIT
1.0,0.25,0.429975,0.993035934527384,1.01497654956417,0.9698037797274044,2.8310217875152492,0.8810387423471198,2.9191696781291183,3.2132772958125573,3.1162484667912707,0.6887857847,1.0278683562395172,0.011320614128332452,0.03984195083015577,0.40256791682075066,0.3538897552964215,0.9500310721,0.6887857847,0.39483207803663306,0.35981440246,0.9515839428556587,0.686369879389307,1290,RIT
1.0,0.25,0.399375,0.993195711435439,1.04186334557913,0.9705820781579332,2.8051848475761103,0.8840591408827447,2.890208783681714,3.1730737434320244,3.0797285080486265,0.6874165716,0.9208242677940319,0.009674283719686181,0.03504396725982478,0.39165375554586657,0.3683201906713407,0.9527699149,0.6874165716,0.39483207803663306,0.35981440246,0.9515839428556587,0.686369879389307,1286,RIT
1.0,0.25,0.474375,0.992804047565259,0.97464635554176,0.9681282174501554,2.781175039183583,0.8745444908464308,2.8727341988942423,3.1801412830258795,3.0787845115754955,0.682560963,0.9684076043962186,0.011229370175872692,0.03552380682900237,0.39285190028964634,0.35775590875773844,0.9498805151,0.682560963,0.39483207803663306,0.35981440246,0.9515839428556587,0.686369879389307,1296,RIT
1.0,0.25,0.006,0.990666446746757,0.999790178211425,0.9697646156989461,2.8088422336763084,0.8808868197234494,2.896416499638801,3.1886528107641934,3.0922426676281023,0.6863483955,0.0,0.0,0.0,0.39315926357338055,0.35734866179268465,0.9516065947,0.6863483955,0.39483207803663306,0.35981440246,0.9515839428556587,0.686369879389307,1093,RIT
1.0,0.25,0.7975,0.991115261411447,0.604952910336268,0.9896605460803097,2.35967075159381,0.9588559929359537,2.384323353032127,2.460922984241517,2.4354783844460446,0.5806936086,0.5169206402388842,0.00770734138161275,0.0135035254700012,0.270961604966723,0.2979864681199178,0.9839921446,0.5806936086,0.39483207803663306,0.35981440246,0.9515839428556587,0.686369879389307,1319,RIT
1.0,0.25,0.414775,0.99311531605125,1.02841994757164,0.9708079651270062,2.8345512613373827,0.8849362103080769,2.919785748736159,3.203113657594119,3.1096082519994686,0.6915307195,0.9593782280029154,0.01256384272080224,0.02704409777107247,0.4007697279842693,0.3670810399885909,0.9517431076,0.6915307195,0.39483207803663306,0.35981440246,0.9515839428556587,0.686369879389307,1288,RIT
1.0,0.25,0.08,0.98979721533426,0.961854956924981,0.9703219589921029,2.8219080608654052,0.8830494082045446,2.9082182823076477,3.1956400566566647,3.10079972000873,0.687538035,0.9513278842850081,0.012058462165527627,0.033347831177981874,0.3943112360417408,0.359204548531892,0.9518430766,0.687538035,0.39483207803663306,0.35981440246,0.9515839428556587,0.686369879389307,1102,RIT
1.0,0.25,0.185,0.988562507209312,0.905304081091307,0.970786659175597,2.855561690824344,0.8848534752666335,2.9414925141733193,3.227157682760839,3.1328816254802563,0.6908829013,1.0120376672585911,0.012598607480265185,0.03376590972528445,0.4027129214281199,0.3584234841358196,0.9508997624,0.6908829013,0.39483207803663306,0.35981440246,0.9515839428556587,0.686369879389307,1114,RIT
1.0,0.25,0.5376,0.992473809647863,0.914151064508136,0.971220481756756,2.783121718184966,0.8865384483676504,2.865592077661727,3.1393130476285855,3.048965130503105,0.6849340991,0.8672288959934775,0.012391362129230045,0.024217035628099112,0.3813077322271488,0.3625775457209457,0.954648537,0.6849340991,0.39483207803663306,0.35981440246,0.9515839428556587,0.686369879389307,1307,RIT
1.0,0.25,0.5644,0.992333794152879,0.887264268493197,0.9739490898505989,2.988262690789307,0.89715365924162,3.068191881823821,3.330825951616068,3.2440549040272244,0.7036044709,1.3014351567936777,0.009394193585855528,0.054328489503435974,0.44434541854490894,0.36504353548322754,0.9471965554,0.7036044709,0.39483207803663306,0.35981440246,0.9515839428556587,0.686369879389307,1311,RIT
1.0,0.25,0.3,0.987208378409897,0.839005279763151,0.9759245538761684,2.989405134834632,0.9048574697167966,3.063151882961997,3.3037304049335634,3.224191621561921,0.7043995768,1.2091683432252631,0.013540274544898348,0.037927981197273315,0.4223707956797874,0.35265838501581115,0.9517028262,0.7043995768,0.39483207803663306,0.35981440246,0.9515839428556587,0.686369879389307,1124,RIT
1.0,0.25,0.002,0.990713391249364,1.00179980873818,0.9697317800608483,2.8083143270707547,0.8807594505199627,2.8959701897101278,3.1885145545845077,3.0920038947671573,0.6863725675,0.0,0.0,0.0,0.3932477205411836,0.36583438168867133,0.9516130044,0.6863725675,0.39483207803663306,0.35981440246,0.9515839428556587,0.686369879389307,1091,RIT
1.0,0.25,0.459775,0.992880327665982,0.98808975354923,0.9721853773915045,2.8707023647902132,0.8902888160277238,2.95283433751356,3.224461897206197,3.1347747064199334,0.6937325884,1.0612579348571516,0.012159495728706449,0.04530436827431982,0.4043956336251979,0.3527587049769494,0.9516655314,0.6937325884,0.39483207803663306,0.35981440246,0.9515839428556587,0.686369879389307,1294,RIT
1.0,0.25,0.8775,0.990696018725712,0.47051893026155,0.9902846719942671,1.8591522497399466,0.9613274631735862,1.8773917261547897,1.9339427208314768,1.9151538329542994,0.4603042571,0.45846366627620266,0.0042963967893918185,0.006024223829094544,0.2156016014988553,0.20965970669813583,0.9873396825,0.4603042571,0.39483207803663306,0.35981440246,0.9515839428556587,0.686369879389307,1321,RIT
1.0,0.25,0.14,0.989091862573493,0.929961350306387,0.9703192222658618,2.813404792312348,0.8830387861972537,2.8994631125028785,3.186048944042519,3.0914845334843073,0.6870764893,0.9126074444433789,0.011361036722230313,0.031523076623439845,0.3918801894954527,0.36422700649818296,0.9524114306,0.6870764893,0.39483207803663306,0.35981440246,0.9515839428556587,0.686369879389307,1108,RIT
1.0,0.25,0.19,0.994288400442046,1.20990582067254,0.9697881517918282,2.819282928009645,0.8809781187116201,2.9071121592902527,3.2001736117267976,3.1034904523295106,0.6861699297,0.9820918131421399,0.0124832493686142,0.0347420737472333,0.3953690617246512,0.36080332620019817,0.9513038244,0.6861699297,0.39483207803663306,0.35981440246,0.9515839428556587,0.686369879389307,1282,RIT
1.0,0.25,0.5239,0.992545282857255,0.927594462515605,0.972056583283085,2.8871870268091446,0.8897880022079703,2.970184119383028,3.2448032785840173,3.154132388406132,0.6999027355,0.9751463809418257,0.013808196495331824,0.0472377628425098,0.4166726809905986,0.3777326370162868,0.9512302689,0.6999027355,0.39483207803663306,0.35981440246,0.9515839428556587,0.686369879389307,1305,RIT
1.0,0.25,0.5904,0.992191802634389,0.860377472478234,0.9807690440359067,3.083902015426415,0.9238158354782127,3.1443712810673814,3.338221642228113,3.2740244488280403,0.720545532,1.2134713226978486,0.012910121649050005,0.043644841522826015,0.44646193901981907,0.36530381904200837,0.9534677094,0.720545532,0.39483207803663306,0.35981440246,0.9515839428556587,0.686369879389307,1313,RIT
1.0,0.25,0.05,0.990149691440415,0.977411571810917,0.9696685369959908,2.8050493895272384,0.8805141432798902,2.8927920031490473,3.185694870361206,3.089068084258783,0.6857028489,0.9286921962957236,0.011215145090324724,0.03210889926567502,0.3921006086804867,0.36664790986074536,0.9516517268,0.6857028489,0.39483207803663306,0.35981440246,0.9515839428556587,0.686369879389307,1099,RIT
1.0,0.25,0.06,0.990032219471062,0.972253691101401,0.969553385471023,2.8084070662867133,0.8800675345566442,2.8965986900477367,3.1911267669946692,3.093967760406882,0.686170769,0.9327853725266319,0.01096301323871099,0.034753442338211864,0.39367319031190007,0.3636634809339796,0.9513497823,0.686170769,0.39483207803663306,0.35981440246,0.9515839428556587,0.686369879389307,1100,RIT
1.0,0.25,0.2,0.988385978597878,0.896934372162318,0.9715276123550731,2.851946589694296,0.8877318031366985,2.9355280832223727,3.2126218522500487,3.1211508375162222,0.691245008,0.9688792430859811,0.012739097008949441,0.03447018099345109,0.399047705671545,0.3566564156521892,0.9523664795,0.691245008,0.39483207803663306,0.35981440246,0.9515839428556587,0.686369879389307,1116,RIT
1.0,0.25,0.36,0.993401267889143,1.07547184059779,0.9702295044764546,2.8291536386041956,0.8826905827132534,2.9159633113103838,3.2051476406464174,3.1097288071582514,0.6894482552,0.990160318946083,0.011074051558772773,0.03128927922871756,0.40027650411847643,0.3603093144885179,0.9510237512,0.6894482552,0.39483207803663306,0.35981440246,0.9515839428556587,0.686369879389307,1285,RIT
1.0,0.25,0.4375,0.992996625198657,1.00825485056045,0.9713999276294741,2.8382703562661926,0.8872356387970952,2.9218350501553756,3.199003998660705,3.107512252785407,0.6916352642,0.9666596774856175,0.010059385955195085,0.03151568191974222,0.39980236365601424,0.35941263340808405,0.9523627935,0.6916352642,0.39483207803663306,0.35981440246,0.9515839428556587,0.686369879389307,1293,RIT
1.0,0.25,0.245,0.987856239916198,0.871343006021802,0.9693387413112365,2.835220110810897,0.8792351908137046,2.92490126514046,3.224643577092256,3.125771946195971,0.6846273603,1.0991695549187626,0.011754849967860713,0.03590528364406557,0.39485821005979843,0.3551816187616268,0.9492572561,0.6846273603,0.39483207803663306,0.35981440246,0.9515839428556587,0.686369879389307,1119,RIT
1.0,0.25,0.015,0.990560759313373,0.995253673031852,0.969798254879435,2.8106252955167497,0.8810173103343952,2.8981546227531267,3.190204395019163,3.0938546549982884,0.6863734048,0.941446120332794,0.012269829520461968,0.03395478418763384,0.39348440169898213,0.3583654942817134,0.9515538303,0.6863734048,0.39483207803663306,0.35981440246,0.9515839428556587,0.686369879389307,1096,RIT
1.0,0.25,0.285,0.987385121753721,0.847946974017122,0.9740928583650531,2.961844011323832,0.8977137934355988,3.040617725393327,3.2993188174024777,3.2138428975011863,0.7009878137,1.197226267215274,0.012094420370403161,0.03831288600768956,0.4193399060703369,0.35818236246601387,0.9502418555,0.7009878137,0.39483207803663306,0.35981440246,0.9515839428556587,0.686369879389307,1123,RIT
1.0,0.25,0.16,0.988856636753217,0.919084235184412,0.9691313661823732,2.798465600526763,0.8784312098370262,2.8876019270231135,3.1857538406973926,3.0874139719558062,0.6835831831,0.9451762784482218,0.011017128522369581,0.0316526012055641,0.39069319318476864,0.35859060063941683,0.9510947706,0.6835831831,0.39483207803663306,0.35981440246,0.9515839428556587,0.686369879389307,1111,RIT
1.0,0.25,0.13,0.989209446443612,0.935352475761547,0.9703825877021672,2.8278190512687025,0.8832847330311087,2.9141279811758385,3.201480729282693,3.1066611545599607,0.6890043075,0.9354095880001737,0.011263226972190793,0.03392568168706883,0.39673974560505526,0.3649568374256802,0.9518192727,0.6890043075,0.39483207803663306,0.35981440246,0.9515839428556587,0.686369879389307,1107,RIT
1.0,0.25,0.6156,0.992066251558944,0.833490676463295,0.9826746943697688,3.042967654516826,0.9312991099094372,3.0966174991088082,3.267443963103041,3.210834497812627,0.7226310021,0.966861683095682,0.024105476272513887,0.042044837164832635,0.43050341711281176,0.37326570997332453,0.9600655767,0.7226310021,0.39483207803663306,0.35981440246,0.9515839428556587,0.686369879389307,1314,RIT
1.0,0.25,0.516975,0.992581554977276,0.934316161519352,0.9713005843895787,2.890942988482565,0.8868496504710741,2.9763628633039487,3.259789285531051,3.166235238023197,0.6963604896,1.0912781384807773,0.010290855172038283,0.04533419370229552,0.42184443272503613,0.36188647355025694,0.9491976614,0.6963604896,0.39483207803663306,0.35981440246,0.9515839428556587,0.686369879389307,1302,RIT
1.0,0.25,0.557775,0.992368410280599,0.89398596749692,0.9734392659327469,2.9740299326201907,0.8951680089193701,3.0551776949027047,3.322314809049514,3.2340716889186534,0.6954093044,1.5227556109653595,0.010761366242570002,0.07587488879091406,0.43437835469871494,0.34012032111704826,0.9465235322,0.6954093044,0.39483207803663306,0.35981440246,0.9515839428556587,0.686369879389307,1308,RIT
1.0,0.25,0.008,0.990642965364278,0.998783846624536,0.9699756087836989,2.8140640956512613,0.8817053632706147,2.9011699574383703,3.191615037037677,3.0957887385538285,0.6863321432,0.0,0.0,0.0,0.3933754020575764,0.3637493116498547,0.9515996823,0.6863321432,0.39483207803663306,0.35981440246,0.9515839428556587,0.686369879389307,1094,RIT
1.0,0.25,0.265,0.987620709832003,0.859724579411319,0.9703671536019838,2.8837034851461683,0.8832248255792319,2.971765351333171,3.264971048854965,3.168220663270276,0.6939616127,1.0484929272936367,0.011130332604566563,0.04267632542094121,0.41739302595518163,0.3619188670446505,0.9489192808,0.6939616127,0.39483207803663306,0.35981440246,0.9515839428556587,0.686369879389307,1121,RIT
1.0,0.25,0.3916,0.993236294310414,1.04858504458285,0.9702037975776229,2.8338618424978455,0.8825908176680821,2.920893372684534,3.210844465825365,3.1151734941748632,0.6887711505,1.03562873327933,0.008373782689047624,0.03087396137667046,0.40113645941650705,0.3569929053723513,0.950487752,0.6887711505,0.39483207803663306,0.35981440246,0.9515839428556587,0.686369879389307,1287,RIT
1.0,0.25,0.4224,0.993075485745047,1.02169824856792,0.9692683499862952,2.7720706341648085,0.8789622685703105,2.8599619849384372,3.153799353268898,3.0568778953307896,0.6821641904,0.9143748423344803,0.015426827704276362,0.024097221861190326,0.38566294730880674,0.3649043023374361,0.9521295211,0.6821641904,0.39483207803663306,0.35981440246,0.9515839428556587,0.686369879389307,1291,RIT
1.0,0.25,0.6636,0.991815375054783,0.779717084433418,0.9856848562317503,2.92236816678361,0.9431492716092125,2.964809845974254,3.098521363216907,3.054165584433464,0.7055397955,0.7475534254760916,0.009621557300278633,0.0232078879060525,0.385035916572751,0.36685784972242175,0.9700516076,0.7055397955,0.39483207803663306,0.35981440246,0.9515839428556587,0.686369879389307,1316,RIT
1.0,0.25,0.502975,0.992654683433526,0.947759559526822,0.9682909622855314,2.761991551979671,0.8751747752876806,2.8524396690229668,3.155931397899089,3.055859850178831,0.6788624895,0.9677332400880717,0.011559617075826312,0.02781009398779089,0.38426136345270706,0.34646248277439895,0.9507948945,0.6788624895,0.39483207803663306,0.35981440246,0.9515839428556587,0.686369879389307,1300,RIT
1.0,0.25,0.18,0.988621332755378,0.908076841277966,0.9703855106776327,2.8486110008977366,0.8832960786661799,2.935545687309897,3.2249786563065896,3.129472560324536,0.689680798,1.0175129053353018,0.010840123556008007,0.03388100761076317,0.40112250857943227,0.36518948933622397,0.9505746562,0.689680798,0.39483207803663306,0.35981440246,0.9515839428556587,0.686369879389307,1113,RIT
1.0,0.25,0.4816,0.992766319126494,0.967924656538013,0.9711470335999226,2.874700891916819,0.8862531217398584,2.9601088120103256,3.243656717703082,3.1500675994138096,0.6922954489,1.1338321587601092,0.013325554655032469,0.02717781820223552,0.40958890020800665,0.3503679976121816,0.9495673271,0.6922954489,0.39483207803663306,0.35981440246,0.9515839428556587,0.686369879389307,1299,RIT
1.0,0.25,0.11,0.989444603605217,0.946042565433719,0.9701096454078186,2.8265550868787774,0.8822254482265672,2.9136449681319667,3.2038920352622617,3.108126566253207,0.6861115053,1.0132455055056733,0.010471109140000288,0.03488918030756116,0.39434850681178124,0.3574404887047109,0.9510239749,0.6861115053,0.39483207803663306,0.35981440246,0.9515839428556587,0.686369879389307,1105,RIT
1.0,0.25,0.195,0.988444828302053,0.89973292614587,0.9711705258095994,2.852655254658637,0.8863443804025875,2.9373371399225388,3.218450207088727,3.1256639799103727,0.6917646349,0.9658667531725226,0.011037360006779108,0.03554252267567275,0.4010821605548004,0.3598349215400276,0.9518453397,0.6917646349,0.39483207803663306,0.35981440246,0.9515839428556587,0.686369879389307,1115,RIT
1.0,0.25,0.09,0.989679693100269,0.956613201514373,0.9699849634119363,2.8077574003720285,0.8817416584905109,2.894640129776549,3.1843311170969755,3.0887533021088003,0.6858794284,0.9263041522140514,0.01224694952288019,0.03091892860348951,0.3913623615435971,0.365883721694388,0.9520351827,0.6858794284,0.39483207803663306,0.35981440246,0.9515839428556587,0.686369879389307,1103,RIT
1.0,0.25,0.4071,0.993155372274344,1.03514164657538,0.9690688889519816,2.802171428418588,0.8781890230692562,2.8916122066915704,3.19085225937469,3.0921556538021515,0.6851144165,0.9924941668138378,0.012015237264086324,0.03897805825867376,0.3955573260326273,0.3601457134649877,0.9503218562,0.6851144165,0.39483207803663306,0.35981440246,0.9515839428556587,0.686369879389307,1289,RIT
1.0,0.25,0.570975,0.99229943331212,0.88054256948945,0.976974140223593,3.048082456914465,0.9089569413312575,3.11992132792468,3.353384872610408,3.276170302757356,0.709904584,1.374789238321805,0.00761132797536019,0.03890741545547381,0.44716700520743063,0.3636693943147833,0.9484715231,0.709904584,0.39483207803663306,0.35981440246,0.9515839428556587,0.686369879389307,1310,RIT
1.0,0.25,0.544375,0.99243842080585,0.907429365504389,0.9669641503010679,2.730364748017628,0.8700393359349323,2.823646302882603,3.138208395007354,3.034535014145964,0.6760826861,1.01057909144746,0.005373425961621424,0.024351639358618383,0.3791517468982791,0.35820729461358525,0.9504535897,0.6760826861,0.39483207803663306,0.35981440246,0.9515839428556587,0.686369879389307,1306,RIT
1.0,0.25,0.4671,0.99284207680549,0.981368054545507,0.9704148098104693,2.7850421390068347,0.8834098061989788,2.869950160334814,3.152604962571055,3.0593345451609326,0.6848721703,0.889708248323936,0.01201896481585327,0.0225717686544721,0.38665338783209774,0.3657793095346733,0.9533769338,0.6848721703,0.39483207803663306,0.35981440246,0.9515839428556587,0.686369879389307,1297,RIT
1.0,0.25,0.75,0.991363669572491,0.672169900373639,0.9888113401724764,2.594329416337999,0.9554957329073777,2.6236849345654503,2.7151658840421886,2.6847868165903432,0.6353526812,0.5804930846309594,0.009412528718748403,0.017495982568327816,0.3083873936194262,0.31738948211886253,0.980665315,0.6353526812,0.39483207803663306,0.35981440246,0.9515839428556587,0.686369879389307,1318,RIT
1.0,0.25,0.004,0.99068993136038,1.00079549790051,0.9697324339594082,2.807878032444422,0.880761986945676,2.8955183245546228,3.1880100118553454,3.091516708283446,0.6863647206,0.0,0.0,0.0,0.3932181524219925,0.3636097777769294,0.9516135278,0.6863647206,0.39483207803663306,0.35981440246,0.9515839428556587,0.686369879389307,1092,RIT
1.0,0.25,0.04,0.990267171961859,0.982542376470068,0.970529801849773,2.8240515877911943,0.8838561925571193,2.9098040909292195,3.1951482736358034,3.100986620892401,0.6864700458,0.9917280069592529,0.011996123151243017,0.029334647438484403,0.39291738546527777,0.35055970654309476,0.9517875739,0.6864700458,0.39483207803663306,0.35981440246,0.9515839428556587,0.686369879389307,1098,RIT
1.0,0.25,0.5775,0.992265342617588,0.873820870485728,0.9783956068615215,3.066062109826774,0.9145159270518499,3.1337652053263287,3.352661248569965,3.280229036895717,0.7146479949,1.3087720827538865,0.010854069474392531,0.031688567118976246,0.4492408406758007,0.36871842428488577,0.9500366626,0.7146479949,0.39483207803663306,0.35981440246,0.9515839428556587,0.686369879389307,1312,RIT
1.0,0.25,0.530775,0.99250946631746,0.920872763511858,0.9723068332650825,2.8535723360984075,0.8907611560279458,2.934847558888266,3.203521299495106,3.114805650009328,0.6972013714,0.8853818588134552,0.009595420124316042,0.04033411662820371,0.4036796096929582,0.3780839283550961,0.9535849119,0.6972013714,0.39483207803663306,0.35981440246,0.9515839428556587,0.686369879389307,1304,RIT
1.0,0.25,0.21,0.988268286263264,0.891310903734854,0.9714867212669452,2.8320428309112695,0.8875728991959988,2.915163706219182,3.190772085849685,3.099792711992203,0.6880374004,0.9503949154824073,0.01088068290988,0.031114987667955247,0.39220310106033546,0.3566567235996061,0.9531510659,0.6880374004,0.39483207803663306,0.35981440246,0.9515839428556587,0.686369879389307,1117,RIT
1.0,0.25,0.07,0.989914737139736,0.967068301109454,0.9700891648918654,2.822551316929844,0.8821459756811936,2.9095792624840526,3.199642003411361,3.103938039042262,0.6874386347,0.9614935036467964,0.012541604394093258,0.03137858770627923,0.3953744613270699,0.35558664821138564,0.9514149314,0.6874386347,0.39483207803663306,0.35981440246,0.9515839428556587,0.686369879389307,1101,RIT
1.0,0.25,0.35,0.986619024618628,0.808485717389334,0.9776000794941958,2.9560088198155756,0.9114038308541159,3.0237403635901874,3.2433579054033292,3.170706946150423,0.7065967602,0.9414696930955331,0.01348170475421724,0.03425146083688111,0.41213084759247626,0.3577230057322929,0.9572300212,0.7065967602,0.39483207803663306,0.35981440246,0.9515839428556587,0.686369879389307,1125,RIT
1.0,0.25,0.0,0.990736917806259,1.00280311375552,0.9698530774321521,2.810779766378831,0.8812299836092321,2.898150072195306,3.1896097711823073,3.093452852388823,0.6863736768,0.0,0.0,0.0,0.39323790863739266,0.36391271885443643,0.9516104403,0.6863736768,0.39483207803663306,0.35981440246,0.9515839428556587,0.686369879389307,1090,RIT
1.0,0.25,0.2775,0.993831847638232,1.14268883063516,0.9701872857791475,2.819040704669181,0.8825267389750184,2.905666509951466,3.1942836179029124,3.0990533532620215,0.6850859296,1.0478970655101414,0.012569670727498686,0.02533399939193526,0.3931015922528148,0.34758698151682665,0.9512320292,0.6850859296,0.39483207803663306,0.35981440246,0.9515839428556587,0.686369879389307,1283,RIT
1.0,0.25,0.145,0.989033058557429,0.927254033498312,0.9700001164822233,2.802287328261783,0.8818004519510534,2.8889556615977363,3.1779155046490395,3.082578409680232,0.6854208418,0.9034925956709248,0.012176167571808125,0.02995224918587934,0.3891658809744567,0.3618475394347769,0.9524194241,0.6854208418,0.39483207803663306,0.35981440246,0.9515839428556587,0.686369879389307,1109,RIT
